,best_match_score,Facility Name,Provider Name,Address,Provider Street Address,Provider City,City,Provider State,State
55060,1.8409481335818012,CAYUGA MEDICAL CENTER AT ITHACA,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,101 DATES DRIVE,ITHACA,ITHACA,NY,NY
301046,1.8426828104478135,SOUTHERN REGIONAL MEDICAL CENTER,SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW","11 UPPER RIVERDALE ROAD, SW",RIVERDALE,RIVERDALE,GA,GA
433675,1.8426832066229175,EMORY JOHNS CREEK HOSPITAL,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,6325 HOSPITAL PARKWAY,JOHNS CREEK,JOHNS CREEK,GA,GA
365960,1.843116178759643,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,101 CITY DRIVE SOUTH,101 CITY DRIVE SOUTH,ORANGE,ORANGE,CA,CA
505564,1.8431338162105746,LONESOME PINE HOSPITAL,LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,1990 HOLTON AVENUE EAST,BIG STONE GAP,BIG STONE GAP,VA,VA
358234,1.8439257637672681,GOOD SAMARITAN MEDICAL CENTER,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,1309 N FLAGLER DR,WEST PALM BEACH,WEST PALM BEACH,FL,FL
17974,1.8446857488255504,EXCELA HEALTH WESTMORELAND HOSPITAL,EXCELA HEALTH WESTMORELAND HOSPITAL,532 WEST PITTSBURGH STREET,532 WEST PITTSBURGH STREET,GREENSBURG,GREENSBURG,PA,PA
72501,1.844952257363772,ST JUDE MEDICAL CENTER,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,101 E VALENCIA MESA DRIVE,FULLERTON,FULLERTON,CA,CA
34002,1.8469661892334792,SUSAN B ALLEN MEMORIAL HOSPITAL,SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST,720 W CENTRAL ST,EL DORADO,EL DORADO,KS,KS
551412,1.8471005249616117,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,2450 ASHBY AVENUE,2450 ASHBY AVENUE,BERKELEY,BERKELEY,CA,CA
511582,1.8471200269845733,HAVASU REGIONAL MEDICAL CENTER,HAVASU REGIONAL MEDICAL CENTER,101 CIVIC CENTER LANE,101 CIVIC CENTER LANE,LAKE HAVASU CITY,LAKE HAVASU CITY,AZ,AZ
99356,1.8474836654829931,BARNES-JEWISH ST PETERS HOSPITAL,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,10 HOSPITAL DR,SAINT PETERS,SAINT PETERS,MO,MO
314272,1.8480470666079418,GRADY MEMORIAL HOSPITAL,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE","80 JESSE HILL, JR DRIVE SE",ATLANTA,ATLANTA,GA,GA
165359,1.849626174192569,WADLEY REGIONAL MEDICAL CENTER AT HOPE,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,2001 SOUTH MAIN,HOPE,HOPE,AR,AR
176823,1.851949077238719,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,TENNOVA HEALTHCARE-LAFOLLETT MEDICAL CENTER,923 EAST CENTRAL AVENUE,923 EAST CENTRAL AVENUE,LA FOLLETTE,LA FOLLETTE,TN,TN
99359,1.8519594671562445,"JOHNS HOPKINS HOSPITAL, THE","JOHNS HOPKINS HOSPITAL, THE",600 NORTH  WOLFE STREET,600 NORTH  WOLFE STREET,BALTIMORE,BALTIMORE,MD,MD
476066,1.8536337434351513,HONORHEALTH DEER VALLEY MEDICAL CENTER,HONORHEALTH DEER VALLEY MEDICAL CENTER,19829 NORTH 27TH AVENUE,19829 NORTH 27TH AVENUE,PHOENIX,PHOENIX,AZ,AZ
74510,1.853974788761202,CAPE FEAR VALLEY HOKE HOSPITAL,CAPE FEAR VALLEY HOKE HOSPITAL,210 MEDICAL PAVILION DRIVE,210 MEDICAL PAVILION DRIVE,RAEFORD,RAEFORD,NC,NC
255955,1.8571461865703498,BROWARD HEALTH IMPERIAL POINT,BROWARD HEALTH IMPERIAL POINT,6401 N FEDERAL HWY,6401 N FEDERAL HWY,FORT LAUDERDALE,FORT LAUDERDALE,FL,FL
385458,1.859757902744547,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,6245 DE LONGPRE AVE,HOLLYWOOD,HOLLYWOOD,CA,CA
188576,1.861214921803327,ST JOSEPH MERCY HOSPITAL,ST JOSEPH MERCY HOSPITAL,5301 E HURON RIVER DR,5301 E HURON RIVER DR,ANN ARBOR,ANN ARBOR,MI,MI
512934,1.861861593739767,PHELPS MEMORIAL HOSPITAL ASSN,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,701 NORTH BROADWAY,SLEEPY HOLLOW,SLEEPY HOLLOW,NY,NY
569080,1.8635428039686481,PIONEERS MEMORIAL HEALTHCARE DISTRICT,PIONEERS MEMORIAL HEALTHCARE DISTRICT,207 WEST LEGION ROAD,207 WEST LEGION ROAD,BRAWLEY,BRAWLEY,CA,CA
517932,1.8639081217735005,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS,1475 W 49TH ST,1475 W 49TH ST,HIALEAH,HIALEAH,FL,FL
482724,1.863915465100361,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE BOX 33549,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,CHARLOTTE,NC,NC
531417,1.8649455154821788,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,1700 S 23RD ST,FORT PIERCE,FORT PIERCE,FL,FL
28454,1.8656574152805707,ST VINCENT HEART CENTER OF INDIANA LLC,ST VINCENT HEART CENTER OF INDIANA LLC,10580 N MERIDIAN ST,10580 N MERIDIAN ST,INDIANAPOLIS,INDIANAPOLIS,IN,IN
35628,1.8658914110221645,KATHERINE SHAW BETHEA HOSPITAL,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,403 E 1ST ST,DIXON,DIXON,IL,IL
486186,1.866479048780077,ST ELIZABETH FT THOMAS,ST ELIZABETH FT THOMAS,85 NORTH GRAND AVENUE,85 NORTH GRAND AVENUE,FORT THOMAS,FORT THOMAS,KY,KY
535503,1.8668118279859354,SAINT THOMAS WEST HOSPITAL,SAINT THOMAS WEST HOSPITAL,"4220 HARDING RD, PO BOX 380","4220 HARDING RD, PO BOX 380",NASHVILLE,NASHVILLE,TN,TN
155996,1.867143342733361,INOVA FAIR OAKS HOSPITAL,INOVA FAIR OAKS HOSPITAL,3600 JOSEPH SIEWICK DRIVE,3600 JOSEPH SIEWICK DRIVE,FAIRFAX,FAIRFAX,VA,VA
205668,1.8675121898606848,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,SSM HEALTH ST. MARY'S HOSPITAL-AUDRAIN,620 E MONROE,620 E MONROE,MEXICO,MEXICO,MO,MO
148555,1.8681130896672136,BARSTOW COMMUNITY HOSPITAL,BARSTOW COMMUNITY HOSPITAL,820 E MOUNTAIN VIEW STREET,820 E MOUNTAIN VIEW STREET,BARSTOW,BARSTOW,CA,CA
204204,1.8688170096476548,SAN ANGELO COMMUNITY MEDICAL CENTER,SAN ANGELO COMMUNITY MEDICAL CENTER,3501 KNICKERBOCKER ROAD,3501 KNICKERBOCKER ROAD,SAN ANGELO,SAN ANGELO,TX,TX
162180,1.87122575509658,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,75 BEEKMAN STREET,75 BEEKMAN STREET,PLATTSBURGH,PLATTSBURGH,NY,NY
73929,1.872245525497284,MERIT HEALTH NATCHEZ,MERIT HEALTH NATCHEZ,52 SERGEANT PRENTISS DRIVE,52 SERGEANT PRENTISS DRIVE,NATCHEZ,NATCHEZ,MS,MS
155279,1.8732814953850847,CHI-ST VINCENT INFIRMARY,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE,TWO ST VINCENT CIRCLE,LITTLE ROCK,LITTLE ROCK,AR,AR
30403,1.873347979653977,UHHS RICHMOND HEIGHTS HOSPITAL,UHHS RICHMOND HEIGHTS HOSPITAL,27100 CHARDON ROAD,27100 CHARDON ROAD,RICHMOND HEIGHTS,RICHMOND HEIGHTS,OH,OH
571267,1.8735064733139088,GULF BREEZE HOSPITAL,GULF BREEZE HOSPITAL,1110 GULF BREEZE PKWY,1110 GULF BREEZE PKWY,GULF BREEZE,GULF BREEZE,FL,FL
432055,1.8759429466374407,TUG VALLEY ARH REGIONAL MEDICAL CENTER,TUG VALLEY ARH REGIONAL MEDICAL CENTER,260 HOSPITAL DRIVE,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,SOUTH WILLIAMSON,KY,KY
105867,1.8763371964343138,MEMORIAL HOSPITAL OF SOUTH BEND,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST,615 N MICHIGAN ST,SOUTH BEND,SOUTH BEND,IN,IN
39910,1.8790961899419543,THE MOSES H CONE MEMORIAL HOSPITAL,"MOSES H CONE MEMORIAL HOSPITAL, THE",1200 N ELM ST,1200 N ELM ST,GREENSBORO,GREENSBORO,NC,NC
482519,1.8813786335683735,CARILION NEW RIVER VALLEY MEDICAL CENTER,CARILION NEW RIVER VALLEY MEDICAL CENTER,2900 LAMB CIRCLE,2900 LAMB CIRCLE,CHRISTIANSBURG,CHRISTIANSBURG,VA,VA
255320,1.882046043101602,TRISTAR HENDERSONVILLE MEDICAL CENTER,TRISTAR HENDERSONVILLE MEDICAL CENTER,355 NEW SHACKLE ISLAND RD,355 NEW SHACKLE ISLAND RD,HENDERSONVILLE,HENDERSONVILLE,TN,TN
129940,1.8835079985958962,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,540 THE RIALTO,540 THE RIALTO,VENICE,VENICE,FL,FL
254605,1.8840385625461284,JOHN H STROGER JR HOSPITAL,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,1901 W HARRISON ST,CHICAGO,CHICAGO,IL,IL
25619,1.884910322074412,ST AGNES HOSPITAL,ST AGNES HOSPITAL,430 E DIVISION ST,430 E DIVISION ST,FOND DU LAC,FOND DU LAC,WI,WI
462686,1.8849227261577894,HENRY FORD MACOMB HOSPITAL,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,15855 NINETEEN MILE RD,CLINTON TOWNSHIP,CLINTON TOWNSHIP,MI,MI
399288,1.8877357983225302,CENTURA HEALTH-PENROSE-ST FRANCIS HEALTH SERVICES,CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,2222 NORTH NEVADA AVE,2222 N NEVADA AVE,COLORADO SPRINGS,COLORADO SPRINGS,CO,CO
213817,1.8884290512158006,TENNOVA HEALTHCARE-HARTON,TENNOVA HEALTHCARE-HARTON,1801 N JACKSON ST BOX 460,1801 N JACKSON ST BOX 460,TULLAHOMA,TULLAHOMA,TN,TN
130139,1.8888257115419078,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,9901 MEDICAL CENTER DRIVE,9901 MEDICAL CENTER DRIVE,ROCKVILLE,ROCKVILLE,MD,MD
205465,1.8901452393615252,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH,1915 LAKE AVE,1915 LAKE AVE,PLYMOUTH,PLYMOUTH,IN,IN
497136,1.891002735835666,COMMUNITY HOSPITAL OF HUNTINGTON PARK,COMMUNITY HOSPITAL OF HUNTINGTON PARK,2623 E SLAUSON AVE,2623 E SLAUSON AVE,HUNTINGTON PARK,HUNTINGTON PARK,CA,CA
347466,1.8910567389992756,COMMUNITY HOSPITALS AND WELLNESS CENTERS,COMMUNITY HOSPITALS AND WELLNESS CENTERS,433 WEST HIGH STREET,433 WEST HIGH STREET,BRYAN,BRYAN,OH,OH
68046,1.895551213095245,CAROLINA PINES REGIONAL MEDICAL CENTER,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,1304 W BOBO NEWSOM HWY,HARTSVILLE,HARTSVILLE,SC,SC
317322,1.8955588523542766,EASTERN IDAHO REGIONAL MEDICAL CENTER,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,3100 CHANNING WAY,IDAHO FALLS,IDAHO FALLS,ID,ID
57043,1.8969271777632064,MARGARET R PARDEE MEMORIAL HOSPITAL,MARGARET R PARDEE MEMORIAL HOSPITAL,800 N JUSTICE ST,800 N JUSTICE ST,HENDERSONVILLE,HENDERSONVILLE,NC,NC
151174,1.8989748307564618,RIVERSIDE REGIONAL MEDICAL CENTER,RIVERSIDE REGIONAL MEDICAL CENTER,500 J CLYDE MORRIS BLVD,500 J CLYDE MORRIS BLVD,NEWPORT NEWS,NEWPORT NEWS,VA,VA
94140,1.899166863427842,ST LUCIE MEDICAL CENTER,ST LUCIE MEDICAL CENTER,1800 SE TIFFANY AVE,1800 SE TIFFANY AVE,PORT SAINT LUCIE,PORT SAINT LUCIE,FL,FL
147168,1.9007312555495726,AURORA WEST ALLIS MEDICAL CENTER,AURORA WEST ALLIS MEDICAL CENTER,8901 W LINCOLN AVE,8901 W LINCOLN AVE,WEST ALLIS,WEST ALLIS,WI,WI
151674,1.900809293657332,CENTRAL TEXAS MEDICAL CENTER,CENTRAL TEXAS MEDICAL CENTER,1301 WONDER WORLD DRIVE,1301 WONDER WORLD DRIVE,SAN MARCOS,SAN MARCOS,TX,TX
124535,1.9009653021125024,SCRIPPS GREEN HOSPITAL,SCRIPPS GREEN HOSPITAL,10666 NORTH TORREY PINES ROAD,10666 NORTH TORREY PINES ROAD,LA JOLLA,LA JOLLA,CA,CA
447059,1.9013142280713748,METHODIST JENNIE EDMUNDSON,METHODIST JENNIE EDMUNDSON,933 EAST PIERCE STREET,933 EAST PIERCE STREET,COUNCIL BLUFFS,COUNCIL BLUFFS,IA,IA
118384,1.9022555532051746,CHRISTUS OCHSNER ST PATRICK HOSPITAL,CHRISTUS ST PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY STREET,524 DR MICHAEL DEBAKEY STREET,LAKE CHARLES,LAKE CHARLES,LA,LA
569076,1.9022621512662805,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,308 WILLOW AVE,HOBOKEN,HOBOKEN,NJ,NJ
139386,1.9046767136484664,RENOWN SOUTH MEADOWS MEDICAL CENTER,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,10101 DOUBLE R BLVD,RENO,RENO,NV,NV
340452,1.9064947765817877,FORT DUNCAN MEDICAL CENTER,FORT DUNCAN MEDICAL CENTER,3333 N FOSTER MALDONADO BLVD,3333 N FOSTER MALDONADO BLVD,EAGLE PASS,EAGLE PASS,TX,TX
304295,1.9078606649464713,CHRISTUS JASPER MEMORIAL HOSPITAL,CHRISTUS JASPER MEMORIAL HOSPITAL,1275 MARVIN HANCOCK DRIVE,1275 MARVIN HANCOCK DRIVE,JASPER,JASPER,TX,TX
227037,1.9078889645844974,"MERCY HOSPITAL ARDMORE, INC","MERCY HOSPITAL ARDMORE, INC","1011 FOURTEENTH AVENUE, NORTHWEST","1011 FOURTEENTH AVENUE, NORTHWEST",ARDMORE,ARDMORE,OK,OK
314276,1.9081378611106043,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,ESSENTIA HEALTH ST JOSEPH'S MEDICAL CENTER,523 NORTH 3RD STREET,523 NORTH 3RD STREET,BRAINERD,BRAINERD,MN,MN
387030,1.9082878534626104,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,908 W 4TH NORTH ST,908 W 4TH NORTH ST,MORRISTOWN,MORRISTOWN,TN,TN
340693,1.9084909604373168,PARKVIEW REGIONAL MEDICAL CENTER,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE,11109 PARKVIEW PLAZA DRIVE,FORT WAYNE,FORT WAYNE,IN,IN
530332,1.9088756298900371,POPLAR BLUFF REGIONAL MEDICAL CENTER,POPLAR BLUFF REGIONAL MEDICAL CENTER,3100 OAK GROVE ROAD,3100 OAK GROVE ROAD,POPLAR BLUFF,POPLAR BLUFF,MO,MO
13274,1.9089331393538513,MARTHA JEFFERSON HOSPITAL,MARTHA JEFFERSON HOSPITAL,500 MARTHA JEFFERSON DRIVE,500 MARTHA JEFFERSON DRIVE,CHARLOTTESVILLE,CHARLOTTESVILLE,VA,VA
155278,1.9090294250044784,SAINT LUKE'S EAST HOSPITAL,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,LEES SUMMIT,MO,MO
50398,1.9114907847995015,HEALTHEAST WOODWINDS HOSPITAL,HEALTHEAST WOODWINDS HOSPITAL,1925 WOODWINDS DRIVE,1925 WOODWINDS DRIVE,WOODBURY,WOODBURY,MN,MN
280959,1.914136568988583,ORANGE COUNTY GLOBAL MEDICAL CENTER,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,1001 NORTH TUSTIN AVENUE,SANTA ANA,SANTA ANA,CA,CA
103202,1.9144544358496967,METHODIST HEALTHCARE MEMPHIS HOSPITALS,METHODIST HEALTHCARE MEMPHIS HOSPITALS,1265 UNION AVE SUITE 700,1265 UNION AVE SUITE 700,MEMPHIS,MEMPHIS,TN,TN
495260,1.9148203575155935,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,1515 N MADISON AVE,1515 N MADISON AVE,ANDERSON,ANDERSON,IN,IN
448637,1.9148706211630657,PACIFICA HOSPITAL OF THE VALLEY,PACIFICA HOSPITAL OF THE VALLEY,9449 SAN FERNANDO RD,9449 SAN FERNANDO RD,SUN VALLEY,SUN VALLEY,CA,CA
393041,1.9160183863248859,NORTHSIDE HOSPITAL FORSYTH,NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,1200 NORTHSIDE FORSYTH DRIVE,CUMMING,CUMMING,GA,GA
101761,1.916833986613557,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,2900 NORTH LAKE SHORE DRIVE,2900 NORTH LAKE SHORE DRIVE,CHICAGO,CHICAGO,IL,IL
179603,1.9189364059940233,MAYO CLINIC HOSPITAL ROCHESTER,MAYO CLINIC HOSPITAL ROCHESTER,1216 SECOND STREET SOUTHWEST,1216 SECOND STREET SOUTHWEST,ROCHESTER,ROCHESTER,MN,MN
55487,1.9189926694035886,SHARP CHULA VISTA MEDICAL CENTER,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,751 MEDICAL CENTER COURT,CHULA VISTA,CHULA VISTA,CA,CA
269201,1.9194299924926135,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,400 NORTH PLEASANT AVENUE,400 NORTH PLEASANT AVENUE,CENTRALIA,CENTRALIA,IL,IL
78442,1.9201081870948054,SAN GABRIEL VALLEY MEDICAL CENTER,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,438 W LAS TUNAS DRIVE,SAN GABRIEL,SAN GABRIEL,CA,CA
241439,1.920713837520007,MERCY GILBERT MEDICAL CENTER,MERCY GILBERT MEDICAL CENTER,3555 SOUTH VAL VISTA DRIVE,3555 SOUTH VAL VISTA DRIVE,GILBERT,GILBERT,AZ,AZ
165361,1.9221508694087341,BAYFRONT HEALTH PUNTA GORDA,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,809 E MARION AVE,PUNTA GORDA,PUNTA GORDA,FL,FL
290694,1.9230410934627769,NICHOLAS H NOYES MEMORIAL HOSPITAL,NICHOLAS H NOYES MEMORIAL HOSPITAL,111  CLARA BARTON STREET,111  CLARA BARTON STREET,DANSVILLE,DANSVILLE,NY,NY
151890,1.923073346823998,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC","SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",351 SW 9TH STREET,351 SW 9TH STREET,ONTARIO,ONTARIO,OR,OR
119968,1.9239348146634159,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,1153 CENTRE STREET,BOSTON,BOSTON,MA,MA
125186,1.9241109200869957,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,9300 WEST SUNSET RD,LAS VEGAS,LAS VEGAS,NV,NV
540112,1.9249478736297614,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,SHARKEY ISSAQUENA COMMUNITY HOSPITAL,47 SOUTH FOURTH ST,47 SOUTH FOURTH ST,ROLLING FORK,ROLLING FORK,MS,MS
563531,1.9260429296936967,TIDELANDS HEALTH,TIDELANDS HEALTH,606 BLACK RIVER RD DRAWER 1718,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,GEORGETOWN,SC,SC
155997,1.9295774531240382,YUKON KUSKOKWIM DELTA REG HOSPITAL,YUKON KUSKOKWIM DELTA REG HOSPITAL,PO BOX 287,PO BOX 287,BETHEL,BETHEL,AK,AK
35195,1.929715940167795,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,BAPTIST HEALTH MEDICAL CENTER-HOT SPRINGS COUNTY,1001 SCHNEIDER DRIVE,1001 SCHNEIDER DRIVE,MALVERN,MALVERN,AR,AR
326799,1.9299031174953343,MOUNT CARMEL ST ANN'S,MOUNT CARMEL ST ANN'S,500 SOUTH CLEVELAND AVENUE,500 SOUTH CLEVELAND AVENUE,WESTERVILLE,WESTERVILLE,OH,OH
528477,1.9300131531089342,WELLSTAR WEST GEORGIA MEDICAL CENTER,WELLSTAR WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,1514 VERNON ROAD,LAGRANGE,LAGRANGE,GA,GA
328122,1.9313037494314633,KAISER FOUNDATION HOSPITAL - LOS ANGELES,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,4867 SUNSET BLVD,LOS ANGELES,LOS ANGELES,CA,CA
87558,1.9337744308368825,MEDICAL CITY NORTH HILLS,NORTH HILLS HOSPITAL,4401 BOOTH CALLOWAY ROAD,4401 BOOTH CALLOWAY ROAD,NORTH RICHLAND HILLS,NORTH RICHLAND HILLS,TX,TX
537843,1.9344596003328427,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,4311 EAST LOHMAN AVENUE,LAS CRUCES,LAS CRUCES,NM,NM
469047,1.9352856096700406,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL,1400 E BOULDER ST,1400 E BOULDER ST,COLORADO SPRINGS,COLORADO SPRINGS,CO,CO
334566,1.9369995334706647,MAT-SU REGIONAL MEDICAL CENTER,MAT-SU REGIONAL MEDICAL CENTER,2500 SOUTH WOODWORTH LOOP,2500 SOUTH WOODWORTH LOOP,PALMER,PALMER,AK,AK
402189,1.9378543873190794,MEASE COUNTRYSIDE HOSPITAL,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,SAFETY HARBOR,FL,FL
167911,1.9383440037113084,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,1011 BALDWIN PARK BLVD,BALDWIN PARK,BALDWIN PARK,CA,CA
321928,1.9386107308490972,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,2525 KINGS HIGHWAY,BROOKLYN,BROOKLYN,NY,NY
447058,1.9390928950659485,LAKEWOOD RANCH MEDICAL CENTER,LAKEWOOD RANCH MEDICAL CENTER,8330 LAKEWOOD RANCH BLVD,8330 LAKEWOOD RANCH BLVD,BRADENTON,BRADENTON,FL,FL
149857,1.9398984156979944,CHRISTUS ST MICHAEL HEALTH SYSTEM,CHRISTUS ST MICHAEL HEALTH SYSTEM,2600 ST MICHAEL DR,2600 ST MICHAEL DR,TEXARKANA,TEXARKANA,TX,TX
265228,1.9409607576061767,EINSTEIN MEDICAL CENTER MONTGOMERY,EINSTEIN MEDICAL CENTER MONTGOMERY,559 WEST GERMANTOWN PIKE,559 WEST GERMANTOWN PIKE,EAST NORRITON,EAST NORRITON,PA,PA
543571,1.9414323472227388,HOUSTON METHODIST SAN JACINTO HOSPITAL,HOUSTON METHODIST SAN JACINTO HOSPITAL,4401 GARTH ROAD,4401 GARTH ROAD,BAYTOWN,BAYTOWN,TX,TX
136527,1.9415203758104254,ADVENTHEALTH WESLEY CHAPEL,FLORIDA HOSPITAL WESLEY CHAPEL,2600 BRUCE B DOWNS BLVD,2600 BRUCE B DOWNS BLVD,WESLEY CHAPEL,WESLEY CHAPEL,FL,FL
217102,1.9415991897521139,DAVIS REGIONAL MEDICAL CENTER,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSBVILLE RD PO BOX 1823,218 OLD MOCKSBVILLE RD PO BOX 1823,STATESVILLE,STATESVILLE,NC,NC
452383,1.941637241022643,OUR LADY OF THE ANGELS HOSPITAL,OUR LADY OF THE ANGELS HOSPITAL,433 PLAZA STREET,433 PLAZA STREET,BOGALUSA,BOGALUSA,LA,LA
95411,1.9419623223132256,MOUNT SINAI BETH ISRAEL,MOUNT SINAI BETH ISRAEL/PETRIE CAMPUS,FIRST AVENUE AT 16TH STREET,FIRST AVENUE AT 16TH STREET,NEW YORK,NEW YORK,NY,NY
31121,1.9421678349605156,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,2201 S STERLING ST,2201 S STERLING ST,MORGANTON,MORGANTON,NC,NC
326585,1.9469093439111127,IU HEALTH WEST HOSPITAL,IU HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,1111 N RONALD REAGAN PKWY,AVON,AVON,IN,IN
537130,1.9476588229003124,EMERSON HOSPITAL -,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,W CONCORD,MA,MA
22927,1.9479488237776625,BROWARD HEALTH CORAL SPRINGS,BROWARD HEALTH CORAL SPRINGS,3000 CORAL HILLS DR,3000 CORAL HILLS DR,CORAL SPRINGS,CORAL SPRINGS,FL,FL
